"","zip","X1br_rent","X2br_rent","X3br_rent","studio_rent","all_rent","X1br_availability","X2br_availability","X3br_availability","studio_availability","population","population_density","median_household_income","mean_household_income","land_area","water_area","white","black","asian","hispanic","male_population","median_age","missing_X1br_rent","missing_X2br_rent","missing_X3br_rent","missing_studio_rent","missing_all_rent","missing_median_household_income","missing_mean_household_income","missing_black","missing_asian"
"110",94548,3202.62023492054,4364.06379714667,3920.603510125,3083.21366749846,3808.44771306018,0,0,0,0,411.999999999996,146.6,54375,72306,2.76,0.05,85.2,1.7,1.5,28.4,55.6,42.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"111",94549,1850,2380,3639,1300,2350,17,39,8,3,26864,1386.6,136868,177877,19.21,0.17,84.9,0.7,8.9,5.9,48.6,45.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"112",94550,1705,2250,2635,1807.15419688671,2234,12,47,13,0,46896,200.1,101315,124615,232.73,1.66,79.5,1.9,7.4,16.7,49.2,40.7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"113",94551,1471,1811,2885,1156.72128728354,1953,10,22,18,2,36867,467,94353,108409,78.92,0.03,69.3,2.3,9.5,25.6,50.3,35.9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"114",94552,2232.45604993916,2478.28664979213,3092,985.220906304383,2990,1,0,4,0,14454,321.8,136303,151055,44.9,0.02,50.2,4.1,37.1,9.5,48.6,43.3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"115",94553,1581,1825,2600,1050,1669,37,43,4,5,47065,913.4,74708,90657,48.94,2.58,76.8,3.4,7.6,16.3,49.3,41.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"116",94555,1550,2385,2900,1792.41244626535,2400,5,18,16,2,34143,2621.8,109316,121076,11.61,1.41,22.1,3.7,63.5,9.4,49.6,36.3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"117",94556,1425,2200,2975,1599.24082134038,2400,3,11,9,0,15229,1243.4,120051,162111,12.25,0,77,1.2,15.4,6,47.7,47,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"118",94558,1483,2200,2500,1125,2175,22,45,41,4,66830,173,71599,97011,355.76,30.45,77.3,1,2.4,32.4,50.1,41.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"119",94559,1212,1770,2697,1161.62971020027,1995,22,33,32,0,27184,699.3,58692,77116,36.65,2.23,74.5,0.7,2.1,39.4,50.2,35.7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"120",94560,2197,2525,2750,1782.87476880336,2444,33,58,12,0,42573,3078.4,84922,93994,13.81,0.02,41.3,4.7,27.2,35.2,49.8,35.4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"121",94561,1272.03211576416,1332.81605148813,1700,-134.408510165981,1685,1,0,13,0,36515,2039.6,75605,88881,16.93,0.98,64.3,7.2,6.2,34.7,49.8,32.2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"122",94563,1850,3000,3625,1598.49921325914,2500,6,5,6,2,17672,1022.8,161567,211525,17.26,0.01,82.3,0.8,11.5,4.6,48.6,47.8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"123",94564,1025,1500,2345,874.042840275378,1843,4,5,7,1,18287,3024,77476,92608,5.59,0.46,46.3,13.4,22.8,21.9,47.5,42.6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"124",94565,1200,1450,1800,911,1527,17,30,39,4,84641,2497.5,55709,70202,30.2,3.69,37.8,16.1,14.2,45.6,49,31.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"125",94566,1838,2114,3100,1464.28241333388,2084,108,100,27,2,40884,2068.8,119764,149611,19.61,0.15,71.9,1.4,18.5,10.7,48.7,42.2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"126",94567,1932.22586709556,2324.10854638155,2848.11188155362,1527.93528269228,2003.08797101905,0,0,1,0,622.999999999996,4.69999999999982,57074,73053,131.41,2.42,83.3,0.2,1.4,25.2,48.5,39.8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"127",94568,2154,2612,3106,1995,2397,98,110,57,3,46016,3009.7,112717,126606,15.29,0,51.4,9.5,26.8,14.5,52.1,35.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"128",94569,2114.37947988981,2525.36907976958,2719.10692894948,1479.62204574932,2574.79917304088,0,0,0,1,198,83.6999999999998,92743,82591,2.37,0,89.4,1.5,3.5,5.1,49,53.3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"129",94571,1184.39993951689,1208.63730873206,2770.54353607767,537.154802264017,1828.79827117859,0,2,0,0,7911,57.1999999999998,60556,71035,117.62,20.72,81.4,4.7,4.7,13.8,48.6,56.3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"130",94572,1225.40113411342,1450,1519.37387285051,926.605031875228,1450,1,4,1,1,8684,1661.6,63803,74911,4.34,0.88,43.7,16.2,20.6,24.6,48.8,38.1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"131",94573,2799.27322633418,3360.10976661907,2826.68533448719,819.920323248789,5079.76119304516,0,0,0,0,94,94.1999999999998,61012,66915,1,0,80.9,-6.92617156150192,-0.200331510173381,40.4,53.2,46,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"132",94574,1575,2049,2810.14387392191,1529.99548103115,1925,4,8,2,0,8742,67.3000000000002,83733,131313,127.8,2.09,79.4,0.5,1.8,29.5,47.9,45.3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"133",94575,2554.10631390318,2224.66389421118,3523.46029610615,1521.40059927706,2030.99430982051,0,0,0,0,974,5523.7,25239.8511898939,153049.045822279,0.170000000000005,0.01,64.6,11.1,7.8,21.9,40.1,19.6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"134",94576,2667.65200754983,4004.44122445803,4843.45267666561,2208.64810552572,3662.08176575589,0,0,0,0,164,443.9,37614,68310,0.370000000000005,0,87.8,0.6,3.7,18.3,42.7,49.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"135",94577,1500,1772,2300,855.459557081786,1707,26,40,8,2,45560,4787.5,63878,77481,8.15,1.37,40.3,12.9,24.8,29.3,48,39.5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"136",94578,1337,1812,2350,662.326098802736,1695,18,30,11,2,38558,8755.3,53465,63046,4.4,0,33.3,20.3,20.6,34,48.6,34,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"137",94579,1102,1895,2400,1034.7077114747,1997,4,10,8,0,20571,6566.9,67299,79195,3.13,0,35.4,6.6,42.5,21.3,48.3,40.8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"138",94580,1375,1700,2300,1165.93498827045,1700,6,11,9,1,27152,7860.1,69031,77773,3.45,0.01,44.3,6.3,24.2,36,48.8,37.3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"139",94582,1865,2357,3300,1592,2163,44,42,33,3,38537,2961.3,130752,156585,13,0.02,42,3.1,47.6,6.7,49.1,35.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"140",94583,1925,2295,3400,1931.79957851411,2314,26,51,33,0,34859,2331.2,117384,135043,14.95,0,66.4,2.5,22.4,10.8,49.2,39,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"141",94585,1092,1390,1537,1264.58538755363,1320,6,5,6,0,28263,241,72500,82006,112.41,4.87,38.8,20.2,18.9,24,49.4,33,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"142",94586,3094.85786866135,3828.77993706143,5511.04701127579,2622.99659661865,3254.62082235197,0,1,0,1,925,15.6000000000004,95250,176784,58.65,0.77,85.1,0.0999999999999996,5.5,9.5,50.4,49.2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"143",94587,2010,2228,2760,1731,2175,44,78,14,11,69516,3525.1,83066,98012,19.72,0,23.9,6.3,50.9,22.9,49.4,36.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"144",94588,2032,2362,3355,1915.97725280195,2299,46,51,25,0,30842,944.8,120008,141820,32.64,0,61.2,2,28.8,9.8,49.5,38.8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"145",94589,985,1100,1762,1145.46191003476,1147,4,14,10,0,29876,2577.5,58190,67439,11.46,0.13,25.5,24.5,26.8,28.1,48.7,36.9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"146",94590,1000,1400,1500,775,1350,47,69,47,8,35420,5121.9,43754,58001,5.94,0.97,39.3,25,12.3,27.3,48.6,36.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"147",94591,1105,1537,1600,689.54852860182,1500,30,72,38,0,53042,2378.2,75321,89469,21.58,0.73,33.1,18.6,31.3,17.2,48.6,39.3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"148",94592,2482.56205360942,3306.26179332856,4111.04725379183,2828.90954672382,3127.75649888872,0,0,0,1,742,175.2,72031,123161,4.23,0.01,36.9,11.3,37.3,12,49.1,35.1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"149",94595,1750,1895,3150,980.542132901412,1850,9,7,4,1,16425,3053.7,58477,89633,5.38,0,87.1,1.1,7.5,4.8,40.8,66.9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"150",94596,1750,1995,2500,1625,1916,51,63,5,5,20037,3359.2,78402,107649,5.96,0,78.4,2.2,10.7,11.6,49.4,39.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"151",94597,1938,2250,3175,1810,2194,37,63,11,7,20277,5179.6,83093,102325,3.91,0,74.3,2.4,14.3,10.7,48.1,39.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"152",94598,1745,2247,3295,1758.47117393384,2375,5,24,13,0,25818,1691.8,117500,146000,15.25,0.01,77.3,1.1,15.1,6.6,47.8,47.2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"153",94599,2245.21665884317,3285.49693525018,3803.73490308846,1840.27782657516,3054.80445086472,0,1,1,0,3021,1030.4,69290,113758,2.93,0,89.5,1.3,1.7,9.8,57.4,63.8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"154",94601,1250,1750,2450,1015,1450,35,31,9,12,50294,14935.4,37609,50236,3.25,0.12,25.4,18.4,17.8,53.8,51.3,30.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"155",94602,1575,1887,3185,1292.72531325571,1875,23,18,7,1,28329,8497.5,70105,94715,3.3,0.03,45.6,17.9,23.2,13.8,46.5,41.3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"156",94603,1347,1500,1850,845.072220695964,1595,4,17,6,0,31403,9630.1,40062,51836,3.26,0,20.5,37.8,4.5,52.6,49.1,29.7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"157",94605,1300,1800,2650,1450,1725,27,41,16,3,39016,4330.3,56434,73051,8.96,0.05,21.9,52.7,6.4,22.2,46.9,38.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"158",94606,1650,2200,1950,1200,1795,48,45,13,17,36672,14637,39230,50377,2.29,0.22,20.8,19.5,42.4,19.8,49.2,35.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"159",94607,2200,3048,2400,1600,2325,59,46,14,5,24978,3527.8,32716,53533,5.9,1.18,19.9,38.5,28.8,12.6,50.4,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"160",94608,2760,3177,3200,2088,2810,167,109,21,20,28019,8212.8,53936,71831,2.74,0.67,35.4,36.5,15.5,12.2,49.6,35.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"161",94609,1800,2500,3150,1572,2195,47,23,14,8,20596,12057,48658,66067,1.71,0,46.6,33.2,7.9,11.4,47.6,34.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"162",94610,1892,2595,3800,1550,1962,90,37,6,9,29287,12119.5,73127,110831,2.18,0.23,56.9,18.6,14.7,8.5,46.6,39.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"163",94611,1850,2400,3975,1495,2100,49,30,19,14,36565,3461.7,99475,150591,10.56,0,69.2,8.3,14.2,6.6,47.4,43.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"164",94612,2367,3831,3897,2149,2646,49,34,9,18,14389,16899.4,26314,47118,0.850000000000001,0,27.8,29.6,30.2,12.3,52,40.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"165",94613,1808.73836233584,1386.64965218212,4031.57813657832,576.360801084729,1891.96564858857,0,1,0,0,715,2820,-19952.7665666839,168240.49394618,0.25,0,56.8,10.2,12.3,23.1,10.4,20.6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"166",94618,2600,3150,5200,1575,2725,16,18,7,15,16046,6589.6,114759,164950,2.43,0.01,76.7,4.9,10.9,6.7,46.5,41.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"167",94619,1375,1750,2745,1325,1595,12,12,9,4,23299,1363.7,75041,97836,15.65,1.44,35.8,26.8,22.3,16.1,46.5,40.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"168",94621,1100,1549,1228.66654530523,1447.71325585652,1500,3,12,1,1,29870,3127.6,30780,41132,7.78,1.77,20.3,36.5,4.3,54.8,49.5,28.8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"169",94702,1750,2700,3450,1350,2545,25,34,24,9,15979,12543.5,54825,74802,1.27,0,51.8,22.5,11.9,14,47.1,39.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"170",94703,1995,2300,3095,1545,2185,35,36,11,6,19846,14852.3,54805,78751,1.34,0,55.4,18.3,13,12.8,49.1,35.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"171",94704,1800,2974,3450,1595,2500,88,134,38,48,25592,23930,34169,49490,1.07,0,47.2,4.6,37.1,10.4,50.2,21.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"172",94705,1866,2695,3495,1695,2595,16,15,14,7,12762,3862,90411,148865,3.3,0,77.5,3.9,11.3,6.3,47.7,42.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"173",94706,1700,2400,3616.45714337891,1659.02605108711,2100,16,21,2,0,19615,13286.7,74558,97526,1.48,0,55.6,3.6,30.3,10,47.5,37.3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"174",94707,1732,3125,3750,1874.08001257241,2700,8,4,7,1,11710,6907.5,137770,169859,1.7,0,81.6,2.1,9.8,5.2,46.8,50.4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"175",94708,1800,3925,4625,1412,3045,6,6,6,6,10985,3225.7,137540,176941,3.39,0.01,80.8,1.9,10.2,5,48.6,50.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"176",94709,2097,2991,3745,1695,2295,62,42,18,15,11806,20083.9,58853,82644,0.59,0,64.7,2.9,24.5,7.4,51.5,27.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"177",94710,2260,2950,3058.74605800155,2332.95468196992,2450,26,17,2,2,6948,1574.3,50968,70688,2.15,2.26,44.7,22.4,10.3,26.2,49.9,36.3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"178",94720,2387.963209858,2877.16966551901,2633.27779619283,2510.41919544092,2581.41456411014,0,0,0,0,2964,4760.7,23795,25602,0.620000000000001,0,44.2,3.1,39.5,13.4,47.2,19.8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"179",94801,1650,1500,2200,850,1972,12,16,19,3,29395,1666.2,43084,61178,11.28,6.36,32.5,22,6,58.4,50.2,31.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"180",94803,1200,1450,2100,1535.64741937021,1722,3,17,16,2,24904,2134.1,72218,94868,11.67,0,44.7,16.4,20.9,20.7,48.7,42.3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"181",94804,1500,2030,2375,1164.04777436472,2000,20,49,24,2,38559,4368.6,50701,65324,6.18,2.65,29.4,32.2,10.2,38.4,48,34.3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"182",94805,1320,1775,2000,995,1450,8,6,5,3,13648,6873.1,62901,74102,1.99,0,46.3,15.1,14.7,31.4,48.2,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"183",94806,1400,1800,2197,1075,1744,14,19,14,4,59861,6990.8,52783,66054,8.33,0.23,31.5,19.9,17.5,46.3,49.1,33.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"184",94901,2133,2460,3775,1600,2235,96,54,20,13,41157,2429.4,72087,109802,13.16,3.78,67.9,1.8,5.2,36,51.6,37.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"185",94903,2062,2822,3875,1428.24889392512,2547,30,32,15,1,29040,1403.7,86774,115495,20.05,0.63,79.7,2.1,7.6,13.6,46.7,46.9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"186",94904,2000,3100,4245,2089.58118639925,2950,8,12,8,1,11995,1619.9,99878,173203,7.24,0.16,87.7,1.3,4.5,6.6,45.9,48.8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"187",94920,2900,3900,7200,2141.23068520575,3902,11,33,17,1,12474,1055.9,136926,234062,6.53,5.28,89.3,0.7,5.1,4.4,46.5,49,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"188",94922,2401.03041381108,3048.28168987225,2714.92374668701,1972.75918742109,2715.82982467302,0,0,0,0,425,34.3999999999996,30250,29348,12.32,0.03,77.4,0.5,0.699999999999999,23.8,50.6,44.3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"189",94923,1505.37483089174,1850,3326.61789798755,664.596876155501,1850,0,4,0,0,1411,61.6999999999998,74556,124026,21.4,1.45,89.7,0.4,2.5,9.9,51.1,57.3,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"190",94924,2265.38761280325,3577.81121630447,3926.02452878904,2207.75638855154,3247.86424961087,0,2,0,0,1638,59.8999999999996,54635,92887,23.12,4.21,86.8,1.7,1,15.9,53.6,49.2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"191",94925,2098,3000,4460,1914.80326866659,3000,15,13,17,0,9253,2187.8,107723,147461,3.16,1.07,84.4,0.9,6.8,8.3,46.6,44.2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"192",94928,1450,1925,2300,1150.17578772254,1735,57,53,22,2,43170,5604,56651,70241,7.7,0,76.3,1.9,5.3,21.6,48,31.1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"193",94929,2332.28745201727,1839.05782641273,2877.23626866382,1745.4101269564,2403.43339037001,0,0,0,0,264,248.599999999999,155069,125618,1.06,0,93.6,-1.92196505816613,1.5,3.4,48.9,58.3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"194",94930,1775,2350,3725,1564.30038375657,2350,5,8,4,0,8500,520.599999999999,99521,117264,15.92,0.41,89.3,1.4,2.8,6.6,48.8,46.1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"195",94931,1100,1450,2375,1022.17859872597,1550,3,12,12,2,8470,1331,66054,85632,6.35,0.01,82.4,1.6,3.6,16.8,47.9,37.8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"196",94933,1682.33639924289,2631.72590207569,3137.79930401624,1088.13568637843,2250,2,0,1,0,864.999999999996,790.2,73229,108735,1.09,0,91,1.9,0.6,7.9,48.8,48.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"197",94937,1681.90121779736,2002.88500019178,3237.87702796226,1121.14852661327,1959.10287065965,0,0,1,0,837,15.8000000000002,49750,90011,41.6,11.31,87.1,1.1,1.2,16.6,46,54.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"198",94938,1476.22494440915,2746.28012771232,3584.18249701101,1331.71991457936,2718.41791766388,0,1,0,0,812,76.6999999999998,94063,108588,10.58,0,91,0.9,0.699999999999999,7.9,49.1,48.3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"199",94939,2850,3395,3375,2428.65956629983,3250,20,37,4,0,6859,3068.6,94664,161317,2.14,0.1,89,1.1,3.9,6.6,46.4,46.5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"200",94940,3512.27989112929,2769.19266218504,2990.53914898114,2979.85839312488,3123.54927896817,0,0,0,1,268,10.1000000000004,22279,56476,22.77,3.75,88.8,0.508602447513874,0.4,14.2,51.5,54,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"201",94941,2385,2795,4700,1732,2900,18,31,23,7,30496,1328.4,106752,160776,22.23,0.72,86.8,1.1,6.5,5.1,47.3,45.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"202",94945,2410,3339,2697,2477.47392149867,2647,24,33,8,1,17167,639,81661,113648,26.01,0.86,80.1,1.9,6.2,19.3,49.2,44.7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"203",94946,2182.76115940292,2919.95134273234,3776.93869104739,1703.1322307778,2878.26241402775,1,0,0,0,699,15.5,158333,182973,43.68,1.39,89.3,0.7,1.7,11.7,52.2,47.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"204",94947,1550,2085,2995,1243.23092577929,2128,6,13,13,0,24283,1060.7,83873,107005,22.69,0.2,78,2.6,6,18.9,48,44.1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"205",94949,1725,2100,3000,1647.47693990547,2100,16,23,7,0,17202,1058.3,83415,108021,15.03,1.23,74.3,3,6.7,22.1,48.2,41.7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"206",94950,2639.94844905371,1409.73223855332,1429.09250855365,1758.87471825313,1714.55418795202,0,0,0,0,88.9999999999964,10.3000000000002,2499,20147,8.6,0,80.9,4.29951269841869,1.1,15.7,51.7,51.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"207",94951,1751.68565821755,2200,3459.79072572591,1263.1332895601,2200,1,3,1,0,4124,281.4,91000,112264,14.66,0,87.7,0.9,2.5,11.1,50.2,45.2,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"208",94952,1662,1750,2275,1424,1825,26,33,10,6,32858,181.1,74205,95416,180.24,1.16,85.5,1,2.1,16.7,49.8,42.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"209",94954,1693,2000,2429,1223.48065808021,1990,44,70,15,0,37365,581.4,78154,91191,62,2.27,77.9,1.6,5.7,24,49.1,39.4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"210",94956,958.167809952465,939.600450489542,2857.33172539628,258.759154579125,1600,2,1,0,0,1756,25.1999999999998,59091,113380,58.41,11.26,85.1,0.8,1.3,19.3,45.6,51.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"211",94957,3551.54634914891,4219.21347760283,6709.56644154125,2333.39130044611,4333.40046748643,0,0,0,0,1332,1164.1,128313,265567,1.14,0,94.2,0.2,1.6,3.7,48,46.4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"212",94960,1800,2295,4400,1550,1850,13,7,4,5,15740,2652.7,106360,145436,5.93,0,90.5,0.8,3.7,5.4,47,45.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"213",94963,1738.00145125348,2788.72233447141,3719.11049403233,1031.57764115444,2234.07595853988,0,0,0,0,569,213.800000000001,98221,112278,2.66,0,94.2,0.9,0.5,4.6,48.3,51.4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"214",94964,-287.352872270307,4032.67663204638,2122.58347721535,-1114.45876633775,1599.90270717088,0,0,0,0,5094,13066.7,82325,-36768.1668093526,0.390000000000001,0,40.4,39.3,1.4,19.5,97.6,40.8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"215",94965,2326,3550,4800,1450,2912,37,38,9,3,10847,609,102708,135866,13.52,4.29,78,10.1,6.2,6.4,47.1,47.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"216",94970,1974.26971697829,2480.37753836349,3802.3060380293,1464.62191820033,2543.52910624073,1,0,0,0,683,98.1999999999998,80114,87709,6.96,0,92.1,0.6,2.5,4.8,49.2,55.4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
